CustomerID,Age,Gender,Category,ItemPurchased,Amount,Season,PaymentMethod,ItemRating,DiscountApplied(%),PreviousPurchases
C-6207,54,Female,Beauty,Skincare Kit,34.86,Winter,Cash on Delivery,3.6,13,4
C-6208,67,Female,Footwear,Formal Shoes,184.03,Summer,Card,4.1,24,7
C-6209,24,Male,Footwear,Sneakers,129.9,Winter,Card,3.8,16,8
C-6210,33,Male,Home,Kitchen Set,255.3,Winter,Card,3.3,26,8
C-6211,31,Male,Groceries,Rice Pack,63.06,Autumn,Cash on Delivery,2.5,15,5
C-6212,37,Male,Sports,Dumbbells,147.46,Autumn,Card,3.7,14,2
C-6213,28,Female,Beauty,Skincare Kit,68.68,Autumn,Cash on Delivery,3.1,18,4
C-6214,58,Female,Accessories,Handbag,118.34,Summer,Card,4.1,19,7
C-6215,60,Male,Mens Clothing,T-Shirt,99.54,Winter,Cash on Delivery,3.7,12,1
C-6216,28,Male,Home,Lamp,206.37,Summer,Card,3.1,16,8
C-6217,66,Female,Womens Clothing,Top,163.33,Spring,Card,3,12,6
C-6218,55,Male,Mens Clothing,Jacket,162.46,Winter,Card,3.2,4,2
C-6219,35,Female,Footwear,Sandals,242.17,Autumn,Card,3.8,21,8
C-6220,65,Male,Sports,Yoga Mat,108.5,Spring,Card,4.4,14,7
C-6221,35,Female,Accessories,Handbag,82.93,Autumn,Card,3.6,19,7
C-6222,21,Male,Electronics,Laptop,2122.12,Autumn,Card,4.1,18,4
C-6223,31,Male,Home,Kitchen Set,187.38,Spring,Card,4.1,18,9
C-6224,42,Male,Sports,Yoga Mat,157.06,Winter,Card,4.2,20,5
C-6225,22,Male,Electronics,Laptop,1708.09,Spring,Card,3.7,6,3
C-6226,62,Female,Footwear,Formal Shoes,156.84,Winter,Card,3.4,13,4
C-6227,28,Female,Womens Clothing,Skirt,189.2,Spring,Card,2.9,13,4
C-6228,33,Female,Home,Curtains,117.64,Spring,Card,3,14,7
C-6229,36,Male,Footwear,Sandals,147.48,Autumn,Card,4.3,15,5
C-6230,28,Male,Mens Clothing,Jeans,75.04,Spring,Cash on Delivery,3.8,4,2
C-6231,26,Male,Mens Clothing,T-Shirt,108.5,Autumn,Card,3.7,14,2
C-6232,55,Male,Electronics,Laptop,1226.67,Summer,Card,3.4,10,5
C-6233,64,Female,Footwear,Formal Shoes,70.09,Spring,Cash on Delivery,4.3,20,5
C-6234,51,Female,Womens Clothing,Top,145.45,Summer,Card,2.6,10,5
C-6235,37,Female,Womens Clothing,Jeans,121.42,Winter,Card,4.7,8,4
C-6236,21,Male,Mens Clothing,Jeans,129.32,Winter,Card,3.5,9,2
C-6237,27,Female,Womens Clothing,Top,134.56,Summer,Card,3.9,14,7
C-6238,28,Male,Mens Clothing,Jeans,190.96,Spring,Card,5,19,7
C-6239,56,Female,Accessories,Wallet,32.97,Autumn,Cash on Delivery,5,14,7
C-6240,25,Male,Mens Clothing,Jeans,140.93,Spring,Card,3.6,8,4
C-6241,35,Female,Womens Clothing,Top,96.4,Autumn,Card,4.3,9,2
C-6242,55,Female,Womens Clothing,Dress,136.21,Autumn,Card,3,12,6
C-6243,52,Female,Home,Curtains,44.41,Spring,Cash on Delivery,3,11,3
C-6244,67,Female,Beauty,Perfume,91.85,Winter,Card,3.2,10,5
C-6245,35,Male,Electronics,Mobile Phone,2677.54,Summer,Card,4.3,28,9
C-6246,49,Female,Beauty,Skincare Kit,106.28,Autumn,Card,4.4,12,6
C-6247,64,Male,Electronics,Smart Watch,2907.6,Spring,Card,4.5,16,3
C-6248,20,Male,Footwear,Formal Shoes,176.9,Autumn,Card,3.9,15,5
C-6249,52,Female,Womens Clothing,Dress,89.05,Winter,Cash on Delivery,3.7,7,1
C-6250,37,Male,Groceries,Cooking Oil,57.93,Spring,Card,2.7,4,2
C-6251,44,Female,Accessories,Sunglasses,22.1,Spring,Cash on Delivery,4.2,12,6
C-6252,66,Male,Sports,Yoga Mat,81.13,Autumn,Cash on Delivery,3.3,9,2
C-6253,28,Female,Accessories,Wallet,165.53,Autumn,Card,5,15,5
C-6254,30,Male,Footwear,Sneakers,222.83,Spring,Card,3.8,6,3
C-6255,70,Male,Electronics,Laptop,2919.39,Winter,Card,3.5,13,4
C-6256,44,Female,Beauty,Skincare Kit,143.9,Spring,Card,4.7,26,8
C-6257,45,Female,Beauty,Perfume,85.13,Autumn,Cash on Delivery,3.4,10,5
C-6258,41,Male,Groceries,Cooking Oil,8.87,Winter,Card,4.4,16,3
C-6259,42,Male,Footwear,Sneakers,166.69,Autumn,Card,2.8,6,3
C-6260,51,Male,Footwear,Formal Shoes,195.92,Spring,Card,2.8,19,7
C-6261,59,Male,Mens Clothing,Jeans,165.21,Spring,Card,3.8,14,7
C-6262,58,Male,Electronics,Smart Watch,500.44,Summer,Card,4.4,16,3
C-6263,56,Male,Sports,Yoga Mat,95.43,Spring,Cash on Delivery,4,6,3
C-6264,52,Male,Electronics,Smart Watch,2764.97,Winter,Card,2.7,9,2
C-6265,41,Male,Groceries,Cooking Oil,60.98,Spring,Card,2.8,14,7
C-6266,37,Male,Electronics,Smart Watch,943.53,Spring,Card,4.7,2,1
C-6267,51,Male,Sports,Yoga Mat,246.18,Spring,Card,3.6,8,4
C-6268,65,Male,Electronics,Headphones,1135.9,Winter,Card,3.5,13,4
C-6269,45,Male,Electronics,Headphones,1704.22,Summer,Card,4.1,15,5
C-6270,23,Male,Footwear,Formal Shoes,92.79,Autumn,Card,4.9,13,4
C-6271,55,Male,Mens Clothing,Jeans,165.27,Spring,Card,3.5,17,6
C-6272,45,Female,Beauty,Makeup Set,72.32,Summer,Cash on Delivery,3.4,17,6
C-6273,55,Male,Electronics,Headphones,1843.01,Spring,Card,2.9,20,10
C-6274,45,Male,Sports,Football,40.4,Summer,Card,3.3,10,5
C-6275,29,Male,Sports,Yoga Mat,80.31,Winter,Cash on Delivery,4.3,11,3
C-6276,27,Female,Footwear,Sandals,197.36,Autumn,Card,3.5,16,3
C-6277,22,Male,Footwear,Sandals,153.96,Spring,Card,4.7,11,3
C-6278,55,Male,Footwear,Sandals,46.48,Summer,Cash on Delivery,3.1,6,3
C-6279,40,Male,Home,Kitchen Set,129.11,Summer,Card,3.1,20,5
C-6280,63,Male,Sports,Yoga Mat,130.98,Summer,Card,3.3,10,5
C-6281,43,Male,Sports,Dumbbells,116.56,Summer,Card,3.1,25,10
C-6282,34,Male,Electronics,Headphones,1105.45,Winter,Card,5,24,7
C-6283,46,Male,Footwear,Sneakers,192.39,Autumn,Card,3.9,9,2
C-6284,51,Female,Womens Clothing,Dress,184.44,Spring,Card,3.6,15,5
C-6285,25,Male,Home,Kitchen Set,227.36,Spring,Card,3.2,15,5
C-6286,55,Male,Mens Clothing,Jacket,91.95,Summer,Card,4.1,20,5
C-6287,40,Female,Sports,Dumbbells,71.11,Winter,Cash on Delivery,4.6,18,4
C-6288,36,Male,Footwear,Formal Shoes,114.22,Autumn,Card,3.9,22,6
C-6289,70,Female,Beauty,Skincare Kit,104.25,Winter,Card,3.9,10,5
C-6290,20,Female,Womens Clothing,Skirt,151.63,Winter,Card,2,12,6
C-6291,35,Male,Sports,Dumbbells,113.99,Summer,Card,3.3,8,4
C-6292,37,Female,Footwear,Sandals,149.77,Spring,Card,4,25,10
C-6293,35,Female,Sports,Football,149.11,Spring,Card,3.1,14,7
C-6294,47,Female,Accessories,Wallet,44.02,Autumn,Cash on Delivery,4.4,6,3
C-6295,60,Male,Mens Clothing,Jacket,42.96,Spring,Card,5,25,10
C-6296,55,Female,Womens Clothing,Dress,186.61,Summer,Card,3.2,14,7
C-6297,36,Male,Groceries,Rice Pack,20.05,Spring,Cash on Delivery,3.9,13,4
C-6298,31,Male,Electronics,Laptop,2520.3,Summer,Card,2.7,14,7
C-6299,51,Female,Womens Clothing,Dress,119.82,Winter,Card,4.3,21,8
C-6300,62,Male,Footwear,Formal Shoes,144.67,Autumn,Card,3.7,14,7
C-6301,29,Female,Beauty,Perfume,38.64,Autumn,Cash on Delivery,4,16,3
C-6302,28,Male,Sports,Football,64.16,Winter,Cash on Delivery,3.7,28,9
C-6303,35,Male,Sports,Yoga Mat,238.78,Summer,Card,3.8,9,2
C-6304,34,Female,Accessories,Sunglasses,159.39,Spring,Card,3,6,3
C-6305,22,Female,Groceries,Cooking Oil,60.87,Winter,Card,3.6,14,7
C-6306,70,Male,Footwear,Formal Shoes,61.28,Summer,Card,4.6,14,7
C-6307,42,Male,Footwear,Sandals,219.14,Winter,Card,4.2,18,4
C-6308,22,Female,Womens Clothing,Skirt,125.23,Winter,Card,4.8,13,4
C-6309,39,Female,Accessories,Wallet,77.93,Summer,Card,3.5,10,5
C-6310,48,Male,Electronics,Smart Watch,579.51,Spring,Card,2.5,11,3
C-6311,58,Male,Mens Clothing,Jacket,142.47,Spring,Card,3.5,20,5
C-6312,21,Male,Sports,Yoga Mat,34.03,Summer,Cash on Delivery,3.3,6,3
C-6313,56,Male,Mens Clothing,Jeans,191.15,Summer,Card,3.2,30,10
C-6314,57,Female,Groceries,Cooking Oil,57.36,Summer,Card,3.8,20,5
C-6315,40,Male,Sports,Yoga Mat,235.9,Autumn,Card,3.5,13,4
C-6316,53,Male,Electronics,Smart Watch,1327.45,Summer,Card,3.9,6,3
C-6317,69,Male,Home,Kitchen Set,120.8,Spring,Card,4.8,20,5
C-6318,30,Male,Electronics,Laptop,2944.78,Spring,Card,4,23,9
C-6319,52,Female,Beauty,Skincare Kit,105.98,Spring,Card,3.9,19,7
C-6320,24,Male,Sports,Football,71.53,Autumn,Card,4,11,3
C-6321,51,Female,Beauty,Skincare Kit,30.99,Summer,Cash on Delivery,3.4,8,4
C-6322,50,Female,Beauty,Makeup Set,53.04,Summer,Cash on Delivery,3.7,10,0
C-6323,52,Female,Beauty,Skincare Kit,50.77,Winter,Cash on Delivery,4.4,12,6
C-6324,23,Female,Beauty,Skincare Kit,25.79,Autumn,Card,4.6,16,8
C-6325,64,Male,Sports,Dumbbells,194.44,Winter,Card,4.3,30,10
C-6326,25,Female,Footwear,Formal Shoes,160.51,Summer,Card,3.4,15,5
C-6327,67,Male,Sports,Yoga Mat,36.44,Spring,Card,3,13,4
C-6328,57,Female,Accessories,Sunglasses,80.59,Summer,Cash on Delivery,3.1,16,3
C-6329,36,Female,Womens Clothing,Skirt,194.05,Winter,Card,3.3,8,4
C-6330,62,Male,Mens Clothing,Shirt,143.18,Spring,Card,2.8,24,7
C-6331,47,Male,Electronics,Mobile Phone,1170.37,Autumn,Card,3.4,16,3
C-6332,25,Female,Womens Clothing,Dress,164.39,Winter,Card,3.6,18,4
C-6333,56,Male,Sports,Yoga Mat,52.53,Summer,Cash on Delivery,3.1,14,2
C-6334,55,Female,Footwear,Sandals,46.45,Winter,Card,4.9,16,8
C-6335,34,Male,Footwear,Sneakers,85.32,Summer,Cash on Delivery,4.8,15,5
C-6336,58,Male,Electronics,Mobile Phone,1082.29,Summer,Card,3.2,8,4
C-6337,60,Female,Accessories,Wallet,97.14,Autumn,Cash on Delivery,3.3,17,6
C-6338,22,Female,Womens Clothing,Top,72.12,Autumn,Cash on Delivery,2.4,8,4
C-6339,31,Female,Womens Clothing,Jeans,115.32,Summer,Card,2.6,12,6
C-6340,51,Female,Beauty,Skincare Kit,76.33,Spring,Card,4,9,2
C-6341,62,Male,Mens Clothing,Jacket,181.25,Summer,Card,2.8,21,8
C-6342,62,Male,Home,Kitchen Set,178.48,Spring,Card,2.9,20,5
C-6343,49,Male,Sports,Yoga Mat,28.95,Summer,Cash on Delivery,3.4,24,7
C-6344,55,Female,Footwear,Sandals,96.28,Spring,Card,4,17,6
C-6345,36,Male,Groceries,Cooking Oil,17.13,Winter,Cash on Delivery,2.9,9,2
C-6346,41,Female,Home,Kitchen Set,233.88,Summer,Card,4.4,14,7
C-6347,33,Female,Footwear,Sandals,125.68,Winter,Card,4.5,24,7
C-6348,22,Male,Home,Lamp,132.3,Autumn,Card,4.4,8,4
C-6349,65,Female,Womens Clothing,Jeans,80.24,Summer,Card,3.3,6,3
C-6350,58,Female,Womens Clothing,Top,197.63,Spring,Card,4.2,30,10
C-6351,58,Male,Sports,Football,144,Autumn,Card,4.4,24,7
C-6352,67,Female,Accessories,Sunglasses,173.81,Summer,Card,2.7,8,4
C-6353,54,Female,Womens Clothing,Dress,130.33,Summer,Card,3.9,16,8
C-6354,52,Female,Accessories,Wallet,151.17,Spring,Card,2.7,21,8
C-6355,43,Female,Beauty,Skincare Kit,56.31,Spring,Cash on Delivery,5,6,3
C-6356,39,Female,Footwear,Formal Shoes,79.95,Summer,Card,3.4,30,10
C-6357,60,Male,Electronics,Smart Watch,1905.2,Winter,Card,3.3,21,8
C-6358,30,Female,Home,Kitchen Set,172.51,Summer,Card,2.4,22,6
C-6359,28,Female,Footwear,Sneakers,162.07,Spring,Card,2.7,11,3
C-6360,60,Female,Womens Clothing,Dress,75.11,Summer,Card,4,12,6
C-6361,52,Female,Groceries,Cooking Oil,66.05,Summer,Cash on Delivery,3.7,10,5
C-6362,32,Male,Sports,Football,136.35,Spring,Card,3.3,16,3
C-6363,39,Female,Beauty,Makeup Set,141.19,Winter,Card,1.5,14,7
C-6364,42,Female,Footwear,Formal Shoes,76.55,Autumn,Cash on Delivery,3.6,15,5
C-6365,52,Male,Footwear,Formal Shoes,248.92,Spring,Card,3.4,13,4
C-6366,54,Male,Footwear,Sneakers,247.98,Spring,Card,3.6,10,5
C-6367,64,Male,Electronics,Smart Watch,1925.6,Spring,Card,2.6,13,4
C-6368,51,Male,Sports,Dumbbells,139.66,Winter,Card,3.6,9,2
C-6369,65,Male,Mens Clothing,Jeans,199.78,Autumn,Card,3.5,15,5
C-6370,22,Female,Beauty,Skincare Kit,45.19,Summer,Card,4.7,12,6
C-6371,30,Female,Footwear,Sneakers,206.49,Summer,Card,3.6,20,5
C-6372,52,Male,Electronics,Mobile Phone,1357.56,Autumn,Card,5,16,8
C-6373,26,Female,Footwear,Sneakers,160.69,Autumn,Card,4.3,15,5
C-6374,29,Female,Sports,Yoga Mat,239.09,Summer,Card,4,6,3
C-6375,61,Male,Electronics,Headphones,2519.73,Summer,Card,3.5,20,5
C-6376,62,Female,Footwear,Formal Shoes,218.99,Autumn,Card,3.6,16,3
C-6377,64,Male,Footwear,Formal Shoes,244.01,Spring,Card,4.1,15,5
C-6378,31,Female,Home,Lamp,140.23,Autumn,Card,3,9,2
C-6379,49,Male,Electronics,Smart Watch,2191.92,Summer,Card,2.8,13,4
C-6380,46,Female,Home,Curtains,145.73,Autumn,Card,2.7,14,2
C-6381,32,Female,Womens Clothing,Top,194.29,Summer,Card,3.6,10,5
C-6382,29,Male,Home,Curtains,219.13,Summer,Card,2.8,20,5
C-6383,53,Female,Beauty,Perfume,73,Autumn,Card,2.8,18,4
C-6384,56,Male,Sports,Yoga Mat,206.69,Summer,Card,4.1,15,5
C-6385,49,Male,Footwear,Sandals,171.39,Winter,Card,5,13,4
C-6386,49,Female,Home,Lamp,281.41,Autumn,Card,4.6,10,5
C-6387,42,Male,Groceries,Cooking Oil,65.66,Summer,Cash on Delivery,3.1,20,5
C-6388,66,Male,Mens Clothing,T-Shirt,117.92,Summer,Card,3.1,18,9
C-6389,57,Female,Accessories,Wallet,85.12,Autumn,Cash on Delivery,3,10,5
C-6390,21,Male,Electronics,Headphones,522.74,Summer,Card,4.8,24,7
C-6391,70,Male,Sports,Dumbbells,146.3,Summer,Card,3.3,20,5
C-6392,57,Male,Footwear,Sneakers,188.81,Spring,Card,4.1,11,3
C-6393,24,Male,Electronics,Smart Watch,973.64,Autumn,Card,4.3,16,3
C-6394,61,Male,Electronics,Mobile Phone,1496.01,Winter,Card,4,13,4
C-6395,56,Female,Footwear,Formal Shoes,228.28,Summer,Card,4.1,6,3
C-6396,40,Female,Accessories,Sunglasses,119.97,Summer,Card,4,13,4
C-6397,23,Female,Womens Clothing,Jeans,123.01,Spring,Card,3.9,17,6
C-6398,43,Female,Accessories,Handbag,162.25,Spring,Card,4.2,6,3
C-6399,54,Female,Footwear,Sneakers,194.79,Winter,Card,2.2,16,8
C-6400,50,Male,Sports,Dumbbells,126.38,Autumn,Card,3.4,6,3
C-6401,67,Female,Footwear,Sandals,246.6,Spring,Card,4.8,15,5
C-6402,59,Male,Mens Clothing,Shirt,116.03,Spring,Card,2.6,7,1
C-6403,21,Female,Accessories,Wallet,157.32,Winter,Card,3.1,18,4
C-6404,26,Female,Beauty,Makeup Set,96.17,Summer,Cash on Delivery,3.5,15,5
C-6405,21,Female,Footwear,Sneakers,103.99,Spring,Card,4.3,11,3
C-6406,57,Male,Electronics,Smart Watch,629.5,Spring,Card,3.7,15,5
C-6407,23,Male,Electronics,Smart Watch,1444.5,Spring,Card,3.2,14,2
C-6408,57,Male,Mens Clothing,Jacket,36.46,Summer,Card,2.6,4,2
C-6409,31,Female,Beauty,Perfume,80.36,Summer,Cash on Delivery,4.5,17,6
C-6410,57,Male,Electronics,Headphones,2547.41,Spring,Card,3.7,16,3
C-6411,55,Female,Footwear,Sneakers,75.06,Summer,Card,3.9,12,1
C-6412,47,Female,Beauty,Skincare Kit,42.38,Summer,Cash on Delivery,3.4,17,6
C-6413,52,Female,Beauty,Skincare Kit,134.53,Autumn,Card,3.8,26,8
C-6414,23,Male,Footwear,Formal Shoes,214.52,Summer,Card,2.6,4,2
C-6415,24,Female,Beauty,Skincare Kit,42.87,Spring,Card,3.6,15,5
C-6416,22,Male,Sports,Football,180.61,Spring,Card,3,15,5
C-6417,52,Male,Footwear,Sandals,161.2,Winter,Card,3.1,4,2
C-6418,49,Female,Sports,Dumbbells,166.73,Spring,Card,2.3,15,5
C-6419,29,Female,Footwear,Sandals,102.67,Spring,Card,3,6,3
C-6420,54,Male,Electronics,Laptop,999.76,Winter,Card,4,8,4
C-6421,31,Male,Sports,Football,112.39,Spring,Card,4.7,26,8
C-6422,54,Male,Mens Clothing,Jacket,161.28,Winter,Card,3.4,16,3
C-6423,32,Male,Groceries,Snacks,31.93,Winter,Cash on Delivery,4.3,9,2
C-6424,26,Female,Womens Clothing,Top,53,Spring,Cash on Delivery,4.4,12,6
C-6425,22,Female,Womens Clothing,Top,64.8,Autumn,Cash on Delivery,2.7,19,7
C-6426,61,Female,Home,Kitchen Set,74.16,Summer,Cash on Delivery,4.8,18,4
C-6427,67,Male,Sports,Dumbbells,238.74,Winter,Card,3.4,26,8
C-6428,28,Male,Mens Clothing,Jacket,30.21,Winter,Card,3.7,14,2
C-6429,20,Female,Footwear,Formal Shoes,200.62,Autumn,Card,4.6,12,6
C-6430,25,Male,Sports,Dumbbells,238.55,Spring,Card,4,12,6
C-6431,28,Female,Womens Clothing,Dress,159.04,Spring,Card,4.8,26,8
C-6432,21,Male,Groceries,Rice Pack,63.05,Autumn,Cash on Delivery,4.3,21,8
C-6433,35,Male,Electronics,Smart Watch,2360.5,Summer,Card,4.4,12,6
C-6434,23,Female,Womens Clothing,Top,104.09,Spring,Card,3.8,16,8
C-6435,52,Female,Sports,Football,245.46,Spring,Card,5,19,7
C-6436,68,Male,Mens Clothing,Jeans,175.43,Summer,Card,3.7,10,5
C-6437,55,Female,Accessories,Sunglasses,169.49,Winter,Card,3.6,18,4
C-6438,59,Female,Beauty,Skincare Kit,101.48,Winter,Card,4.3,4,2
C-6439,22,Male,Electronics,Laptop,2140.58,Winter,Card,3.5,18,4
C-6440,47,Male,Sports,Football,203.57,Autumn,Card,3.7,16,3
C-6441,40,Female,Womens Clothing,Top,139.26,Spring,Card,3.3,24,7
C-6442,67,Female,Womens Clothing,Top,67.4,Spring,Cash on Delivery,3.3,22,6
C-6443,34,Female,Beauty,Makeup Set,116.44,Summer,Card,4,25,10
C-6444,50,Male,Sports,Yoga Mat,184.94,Summer,Card,2.5,8,4
C-6445,70,Female,Accessories,Wallet,103.96,Winter,Card,5,2,1
C-6446,49,Male,Mens Clothing,Shirt,181.17,Spring,Card,4.4,18,4
C-6447,30,Female,Beauty,Skincare Kit,68.95,Summer,Card,4.4,22,6
C-6448,66,Male,Footwear,Sneakers,111.46,Autumn,Card,2.3,10,0
C-6449,46,Female,Womens Clothing,Top,145.36,Summer,Card,4.3,22,6
C-6450,40,Female,Beauty,Perfume,46.27,Spring,Card,4.5,18,4
C-6451,38,Male,Mens Clothing,Shirt,57.51,Winter,Cash on Delivery,3.9,9,2
C-6452,55,Female,Womens Clothing,Jeans,138.96,Autumn,Card,4.7,25,10
C-6453,63,Male,Mens Clothing,T-Shirt,47.65,Winter,Card,4.4,19,7
C-6454,44,Female,Accessories,Handbag,154.98,Spring,Card,3.8,26,8
C-6455,58,Male,Groceries,Snacks,60.75,Autumn,Cash on Delivery,4.5,25,10
C-6456,51,Female,Womens Clothing,Skirt,102.64,Spring,Card,3.9,10,5
C-6457,21,Female,Accessories,Wallet,98.79,Autumn,Card,3.3,4,2
C-6458,33,Male,Electronics,Laptop,2572.06,Autumn,Card,2.7,21,8
C-6459,26,Female,Footwear,Sandals,240.32,Autumn,Card,4.2,18,9
C-6460,30,Female,Sports,Yoga Mat,238.27,Summer,Card,2.7,13,4
C-6461,23,Female,Sports,Yoga Mat,115.62,Spring,Card,5,13,4
C-6462,26,Female,Womens Clothing,Top,73.14,Spring,Card,2.9,11,3
C-6463,68,Male,Footwear,Formal Shoes,161.34,Spring,Card,4.1,10,5
C-6464,64,Male,Mens Clothing,Shirt,199.98,Winter,Card,3.6,26,8
C-6465,65,Female,Accessories,Sunglasses,138.32,Summer,Card,4.9,6,3
C-6466,68,Male,Mens Clothing,Jeans,173.95,Autumn,Card,3.8,13,4
C-6467,51,Male,Sports,Dumbbells,155.73,Summer,Card,4.6,19,7
C-6468,43,Male,Electronics,Smart Watch,1286.36,Autumn,Card,3.3,4,2
C-6469,39,Male,Footwear,Sandals,178.64,Summer,Card,3.8,20,5
C-6470,56,Female,Beauty,Skincare Kit,48.87,Winter,Card,3.9,16,3
C-6471,53,Female,Accessories,Wallet,56.39,Autumn,Card,3.1,18,4
C-6472,46,Male,Groceries,Cooking Oil,53.3,Autumn,Card,2.9,13,4
C-6473,67,Male,Mens Clothing,T-Shirt,62.98,Summer,Cash on Delivery,4.2,6,3
C-6474,59,Male,Sports,Football,152.31,Autumn,Card,3.9,16,3
C-6475,51,Female,Beauty,Skincare Kit,46.25,Winter,Card,3.9,18,4
C-6476,22,Female,Footwear,Formal Shoes,217.07,Winter,Card,3.4,16,3
C-6477,53,Female,Accessories,Sunglasses,46.68,Autumn,Cash on Delivery,4.4,12,6
C-6478,70,Female,Womens Clothing,Top,186.33,Spring,Card,4.6,10,5
C-6479,44,Female,Beauty,Perfume,34.06,Autumn,Card,2.8,17,6
C-6480,47,Male,Footwear,Sandals,119.82,Autumn,Card,3.5,13,4
C-6481,38,Female,Home,Lamp,294.52,Autumn,Card,3.8,16,8
C-6482,46,Male,Groceries,Rice Pack,71.24,Summer,Card,4.3,15,5
C-6483,30,Female,Womens Clothing,Jeans,151.65,Summer,Card,3.5,18,4
C-6484,36,Male,Sports,Dumbbells,80.95,Summer,Card,4,17,6
C-6485,67,Male,Sports,Football,185.85,Summer,Card,5,20,10
C-6486,32,Male,Footwear,Formal Shoes,77.21,Autumn,Card,4.1,16,3
C-6487,66,Female,Womens Clothing,Skirt,192.04,Winter,Card,3.9,15,5
C-6488,60,Female,Footwear,Sneakers,73.34,Summer,Cash on Delivery,4.8,17,6
C-6489,35,Female,Footwear,Formal Shoes,239.36,Summer,Card,4.3,20,5
C-6490,26,Female,Womens Clothing,Jeans,175.79,Winter,Card,3,15,5
C-6491,57,Female,Beauty,Skincare Kit,24.93,Winter,Card,4.7,18,4
C-6492,47,Female,Groceries,Beverages,34.74,Spring,Cash on Delivery,4.3,18,4
C-6493,46,Male,Groceries,Rice Pack,36.61,Summer,Card,4,24,7
C-6494,29,Male,Electronics,Mobile Phone,2302.21,Winter,Card,3.1,20,5
C-6495,33,Female,Beauty,Skincare Kit,48.6,Summer,Cash on Delivery,4.1,11,3
C-6496,26,Male,Electronics,Laptop,534.41,Autumn,Card,3.6,6,3
C-6497,67,Female,Accessories,Handbag,175.36,Summer,Card,4.1,26,8
C-6498,21,Female,Accessories,Handbag,34.6,Summer,Cash on Delivery,3.1,22,6
C-6499,26,Male,Sports,Yoga Mat,118.37,Summer,Card,3.1,2,1
C-6500,55,Male,Footwear,Formal Shoes,203.25,Spring,Card,4.3,18,4
C-6501,23,Female,Footwear,Formal Shoes,133.44,Summer,Card,4.7,12,6
C-6502,21,Female,Accessories,Handbag,100,Spring,Cash on Delivery,4.1,15,5
C-6503,23,Female,Home,Kitchen Set,55.34,Winter,Card,4.2,17,6
C-6504,36,Female,Footwear,Formal Shoes,136.43,Spring,Card,4,12,6
C-6505,35,Female,Womens Clothing,Top,67.51,Spring,Card,4.1,10,5
C-6506,29,Male,Footwear,Sneakers,245.39,Winter,Card,4.5,15,5
C-6507,20,Male,Footwear,Formal Shoes,113.11,Summer,Card,3.4,8,4
C-6508,64,Female,Footwear,Sandals,80.18,Spring,Card,4.4,13,4
C-6509,67,Male,Electronics,Mobile Phone,1105.76,Winter,Card,3.8,19,7
C-6510,26,Female,Footwear,Formal Shoes,96.55,Winter,Cash on Delivery,4.5,10,5
C-6511,54,Male,Sports,Dumbbells,106.35,Spring,Card,4.8,16,8
C-6512,28,Female,Groceries,Snacks,13.26,Spring,Cash on Delivery,4.4,14,2
C-6513,64,Female,Womens Clothing,Top,180.55,Spring,Card,3.9,4,2
C-6514,32,Female,Womens Clothing,Skirt,156.68,Autumn,Card,4.3,6,3
C-6515,44,Male,Sports,Yoga Mat,187.98,Winter,Card,3.6,19,7
C-6516,31,Female,Beauty,Perfume,117.64,Winter,Card,3.8,21,8
C-6517,46,Male,Sports,Dumbbells,153.87,Winter,Card,4.3,12,6
C-6518,23,Female,Sports,Dumbbells,42.64,Spring,Card,3.4,4,2
C-6519,31,Male,Electronics,Smart Watch,2438.54,Summer,Card,4.5,8,4
C-6520,47,Male,Footwear,Sandals,135.83,Winter,Card,4.6,17,6
C-6521,43,Male,Footwear,Sandals,160.25,Winter,Card,4.8,28,9
C-6522,27,Female,Beauty,Makeup Set,68.53,Spring,Card,3.7,17,6
C-6523,37,Female,Womens Clothing,Skirt,64.5,Autumn,Cash on Delivery,4,6,3
C-6524,57,Female,Sports,Dumbbells,213.01,Winter,Card,4.3,9,2
C-6525,44,Male,Footwear,Sneakers,175.76,Spring,Card,4.7,21,8
C-6526,51,Male,Footwear,Formal Shoes,136.07,Spring,Card,4.3,26,8
C-6527,66,Male,Electronics,Headphones,632.68,Winter,Card,5,24,7
C-6528,68,Male,Sports,Football,213.91,Summer,Card,3.3,4,2
C-6529,52,Male,Electronics,Mobile Phone,631.19,Summer,Card,4.7,17,6
C-6530,30,Female,Footwear,Sandals,122.86,Winter,Card,2.9,10,5
C-6531,50,Female,Womens Clothing,Skirt,146.57,Autumn,Card,3.3,17,6
C-6532,58,Male,Home,Lamp,171.7,Winter,Card,3.7,12,6
C-6533,36,Male,Electronics,Smart Watch,1385.6,Spring,Card,3.4,8,4
C-6534,38,Male,Mens Clothing,Jeans,91,Spring,Cash on Delivery,4.2,14,7
C-6535,23,Male,Footwear,Sneakers,191.42,Winter,Card,3.9,18,4
C-6536,56,Female,Accessories,Handbag,114.28,Summer,Card,4,20,5
C-6537,46,Male,Groceries,Snacks,48.42,Summer,Card,3.7,19,7
C-6538,48,Male,Footwear,Sneakers,84.31,Spring,Cash on Delivery,4.5,10,0
C-6539,40,Male,Footwear,Sandals,73.92,Spring,Card,3.4,24,7
C-6540,47,Male,Footwear,Sandals,67.4,Summer,Cash on Delivery,4.3,7,1
C-6541,67,Male,Home,Kitchen Set,295.09,Autumn,Card,3.6,4,2
